HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.Qc_F_c,HYY_EDDY233.F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.tau,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_META.T42,HYY_EDDY233.u_star,HYY_META.T84,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.E,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
,-0.10483,-8.31578,,-6.41433,-2.95983,,,,,,,,,,,-6.10467,,-6.47867,,,-6.297,2022-01-01T06:00:00.0,,,,,,,,,,,,,,-0.10483,-8.31578,-2.95983,-6.10467,-6.10467,-6.297,-6.47867
,-0.14762,-12.45738,,-6.85633,-5.01201,,,,,,,,,,,-6.64667,,-6.924,,,-6.755,2022-01-01T06:30:00.0,,,,,,,,,,,,,,-0.14762,-12.45738,-5.01201,-6.64667,-6.64667,-6.755,-6.924
,-0.21866,-11.06513,,-7.491,-5.89813,,,,,,,,,,,-7.27,,-7.56,,,-7.39067,2022-01-01T07:00:00.0,,,,,,,,,,,,,,-0.21866,-11.06513,-5.89813,-7.27,-7.27,-7.39067,-7.56
,-0.14847,-10.38596,,-8.05267,-5.04489,,,,,,,,,,,-7.81233,,-8.12733,,,-7.96433,2022-01-01T07:30:00.0,,,,,,,,,,,,,,-0.14847,-10.38596,-5.04489,-7.81233,-7.81233,-7.96433,-8.12733
,-0.07907,-2.14588,,-8.33733,-0.15717,,,,,,,,,,,-8.19967,,-8.43933,,,-8.293,2022-01-01T08:00:00.0,,,,,,,,,,,,,,-0.07907,-2.14588,-0.15717,-8.19967,-8.19967,-8.293,-8.43933
,-0.10635,6.92922,,-8.21433,3.73036,,,,,,,,,,,-8.02033,,-8.28033,,,-8.10967,2022-01-01T08:30:00.0,,,,,,,,,,,,,,-0.10635,6.92922,3.73036,-8.02033,-8.02033,-8.10967,-8.28033
,-0.04053,7.45083,,-7.945,2.9886,,,,,,,,,,,-7.684,,-7.98633,,,-7.78933,2022-01-01T09:00:00.0,,,,,,,,,,,,,,-0.04053,7.45083,2.9886,-7.684,-7.684,-7.78933,-7.98633
,-0.0427,9.42591,,-7.49233,3.93853,,,,,,,,,,,-7.21333,,-7.53967,,,-7.35,2022-01-01T09:30:00.0,,,,,,,,,,,,,,-0.0427,9.42591,3.93853,-7.21333,-7.21333,-7.35,-7.53967
,0.04556,4.55487,,-7.173,1.25696,,,,,,,,,,,-6.833,,-7.21567,,,-7.018,2022-01-01T10:00:00.0,,,,,,,,,,,,,,0.04556,4.55487,1.25696,-6.833,-6.833,-7.018,-7.21567
,0.02444,1.15812,,-7.074,0.09636,,,,,,,,,,,-6.727,,-7.118,,,-6.92067,2022-01-01T10:30:00.0,,,,,,,,,,,,,,0.02444,1.15812,0.09636,-6.727,-6.727,-6.92067,-7.118
,0.09705,4.69127,,-6.934,2.45262,,,,,,,,,,,-6.57,,-6.976,,,-6.784,2022-01-01T11:00:00.0,,,,,,,,,,,,,,0.09705,4.69127,2.45262,-6.57,-6.57,-6.784,-6.976
,-0.01641,-3.62303,,-6.95333,-0.87485,,,,,,,,,,,-6.55633,,-6.984,,,-6.781,2022-01-01T11:30:00.0,,,,,,,,,,,,,,-0.01641,-3.62303,-0.87485,-6.55633,-6.55633,-6.781,-6.984
,-0.03,-1.01761,,-7.09233,-0.43511,,,,,,,,,,,-6.714,,-7.11533,,,-6.90567,2022-01-01T12:00:00.0,,,,,,,,,,,,,,-0.03,-1.01761,-0.43511,-6.714,-6.714,-6.90567,-7.11533
,-0.0923,0.79297,,-7.06967,0.52905,,,,,,,,,,,-6.68933,,-7.09133,,,-6.87933,2022-01-01T12:30:00.0,,,,,,,,,,,,,,-0.0923,0.79297,0.52905,-6.68933,-6.68933,-6.87933,-7.09133
,0.09807,2.56729,,-6.97,0.94587,,,,,,,,,,,-6.60667,,-6.99933,,,-6.79367,2022-01-01T13:00:00.0,,,,,,,,,,,,,,0.09807,2.56729,0.94587,-6.60667,-6.60667,-6.79367,-6.99933
,0.09873,-0.44564,,-6.94533,-0.71003,,,,,,,,,,,-6.56433,,-6.97533,,,-6.767,2022-01-01T13:30:00.0,,,,,,,,,,,,,,0.09873,-0.44564,-0.71003,-6.56433,-6.56433,-6.767,-6.97533
,0.03272,-0.23453,,-6.96833,-0.12514,,,,,,,,,,,-6.59433,,-6.99833,,,-6.794,2022-01-01T14:00:00.0,,,,,,,,,,,,,,0.03272,-0.23453,-0.12514,-6.59433,-6.59433,-6.794,-6.99833
,-0.09566,0.37668,,-6.93967,-0.13421,,,,,,,,,,,-6.558,,-6.967,,,-6.76733,2022-01-01T14:30:00.0,,,,,,,,,,,,,,-0.09566,0.37668,-0.13421,-6.558,-6.558,-6.76733,-6.967
,0.06204,-0.5708,,-6.933,0.09772,,,,,,,,,,,-6.568,,-6.97,,,-6.76933,2022-01-01T15:00:00.0,,,,,,,,,,,,,,0.06204,-0.5708,0.09772,-6.568,-6.568,-6.76933,-6.97
,0.07157,-6.76965,,-7.11,-2.83078,,,,,,,,,,,-6.74,,-7.13633,,,-6.93267,2022-01-01T15:30:00.0,,,,,,,,,,,,,,0.07157,-6.76965,-2.83078,-6.74,-6.74,-6.93267,-7.13633
,0.06298,-13.36952,,-7.53533,-5.33036,,,,,,,,,,,-7.272,,-7.58433,,,-7.39067,2022-01-01T16:00:00.0,,,,,,,,,,,,,,0.06298,-13.36952,-5.33036,-7.272,-7.272,-7.39067,-7.58433
,0.05738,-10.36717,,-8.04333,-3.71497,,,,,,,,,,,-7.92867,,-8.14233,,,-7.97133,2022-01-01T16:30:00.0,,,,,,,,,,,,,,0.05738,-10.36717,-3.71497,-7.92867,-7.92867,-7.97133,-8.14233
,0.07075,1.60422,,-8.24833,-0.03219,,,,,,,,,,,-8.085,,-8.337,,,-8.163,2022-01-01T17:00:00.0,,,,,,,,,,,,,,0.07075,1.60422,-0.03219,-8.085,-8.085,-8.163,-8.337
,0.03237,-7.59601,,-8.33867,-2.52469,,,,,,,,,,,-8.17167,,-8.43333,,,-8.25833,2022-01-01T17:30:00.0,,,,,,,,,,,,,,0.03237,-7.59601,-2.52469,-8.17167,-8.17167,-8.25833,-8.43333
,0.10924,0.23189,,-8.64,-0.21493,,,,,,,,,,,-8.448,,-8.71067,,,-8.54,2022-01-01T18:00:00.0,,,,,,,,,,,,,,0.10924,0.23189,-0.21493,-8.448,-8.448,-8.54,-8.71067
,0.06622,-1.73477,,-8.782,-0.71176,,,,,,,,,,,-8.53933,,-8.83133,,,-8.63733,2022-01-01T18:30:00.0,,,,,,,,,,,,,,0.06622,-1.73477,-0.71176,-8.53933,-8.53933,-8.63733,-8.83133
,0.06814,-1.41645,,-8.82867,-0.43926,,,,,,,,,,,-8.611,,-8.888,,,-8.70367,2022-01-01T19:00:00.0,,,,,,,,,,,,,,0.06814,-1.41645,-0.43926,-8.611,-8.611,-8.70367,-8.888
,-0.10506,5.015,,-8.65033,1.72574,,,,,,,,,,,-8.467,,-8.73233,,,-8.562,2022-01-01T19:30:00.0,,,,,,,,,,,,,,-0.10506,5.015,1.72574,-8.467,-8.467,-8.562,-8.73233
,0.01994,0.28523,,-8.622,0.27648,,,,,,,,,,,-8.37467,,-8.673,,,-8.47733,2022-01-01T20:00:00.0,,,,,,,,,,,,,,0.01994,0.28523,0.27648,-8.37467,-8.37467,-8.47733,-8.673
,-0.06829,1.32378,,-8.46133,0.7072,,,,,,,,,,,-8.311,,-8.55367,,,-8.38733,2022-01-01T20:30:00.0,,,,,,,,,,,,,,-0.06829,1.32378,0.7072,-8.311,-8.311,-8.38733,-8.55367
,0.0181,-0.18754,,-8.331,0.09552,,,,,,,,,,,-8.212,,-8.428,,,-8.27767,2022-01-01T21:00:00.0,,,,,,,,,,,,,,0.0181,-0.18754,0.09552,-8.212,-8.212,-8.27767,-8.428
,0.17148,-7.16027,,-8.66533,-2.94549,,,,,,,,,,,-8.53333,,-8.77733,,,-8.61667,2022-01-01T21:30:00.0,,,,,,,,,,,,,,0.17148,-7.16027,-2.94549,-8.53333,-8.53333,-8.61667,-8.77733
,0.11678,-8.92781,,-9.07467,-3.37795,,,,,,,,,,,-8.85367,,-9.14033,,,-8.936,2022-01-01T22:00:00.0,,,,,,,,,,,,,,0.11678,-8.92781,-3.37795,-8.85367,-8.85367,-8.936,-9.14033
,0.20055,-17.27146,,-9.468,-5.84649,,,,,,,,,,,-9.495,,-9.61933,,,-9.44633,2022-01-01T22:30:00.0,,,,,,,,,,,,,,0.20055,-17.27146,-5.84649,-9.495,-9.495,-9.44633,-9.61933
,0.04269,-14.37106,,-9.322,-5.10877,,,,,,,,,,,-10.26867,,-10.14533,,,-10.158,2022-01-01T23:00:00.0,,,,,,,,,,,,,,0.04269,-14.37106,-5.10877,-10.26867,-10.26867,-10.158,-10.14533
,0.17217,-8.74451,,-9.575,-2.63733,,,,,,,,,,,-10.77433,,-10.47,,,-10.58967,2022-01-01T23:30:00.0,,,,,,,,,,,,,,0.17217,-8.74451,-2.63733,-10.77433,-10.77433,-10.58967,-10.47
,0.16727,-9.17917,,-10.78533,-3.11173,,,,,,,,,,,-11.31833,,-11.28833,,,-11.20667,2022-01-02T00:00:00.0,,,,,,,,,,,,,,0.16727,-9.17917,-3.11173,-11.31833,-11.31833,-11.20667,-11.28833
,-0.2045,2.22072,,-9.839,0.00779,,,,,,,,,,,-11.59833,,-11.177,,,-11.38767,2022-01-02T00:30:00.0,,,,,,,,,,,,,,-0.2045,2.22072,0.00779,-11.59833,-11.59833,-11.38767,-11.177
,0.14613,2.58833,,-8.217,1.33745,,,,,,,,,,,-11.008,,-9.96867,,,-10.57067,2022-01-02T01:00:00.0,,,,,,,,,,,,,,0.14613,2.58833,1.33745,-11.008,-11.008,-10.57067,-9.96867
,-0.23118,0.05155,,-7.366,-0.72232,,,,,,,,,,,-10.98567,,-9.14833,,,-10.35667,2022-01-02T01:30:00.0,,,,,,,,,,,,,,-0.23118,0.05155,-0.72232,-10.98567,-10.98567,-10.35667,-9.14833
,0.50561,2.27673,,-7.31867,1.14861,,,,,,,,,,,-11.01367,,-8.32067,,,-9.85067,2022-01-02T02:00:00.0,,,,,,,,,,,,,,0.50561,2.27673,1.14861,-11.01367,-11.01367,-9.85067,-8.32067
,0.01296,-10.45542,,-7.37067,-3.22339,,,,,,,,,,,-11.40067,,-8.234,,,-10.265,2022-01-02T02:30:00.0,,,,,,,,,,,,,,0.01296,-10.45542,-3.22339,-11.40067,-11.40067,-10.265,-8.234
,-0.06069,-3.31193,,-8.072,-1.39602,,,,,,,,,,,-11.987,,-9.76567,,,-10.71267,2022-01-02T03:00:00.0,,,,,,,,,,,,,,-0.06069,-3.31193,-1.39602,-11.987,-11.987,-10.71267,-9.76567
,0.18124,1.12022,,-9.28267,0.59334,,,,,,,,,,,-11.81833,,-10.96933,,,-11.46467,2022-01-02T03:30:00.0,,,,,,,,,,,,,,0.18124,1.12022,0.59334,-11.81833,-11.81833,-11.46467,-10.96933
,0.39975,-1.8343,,-8.21933,-0.47929,,,,,,,,,,,-11.84067,,-10.457,,,-11.50067,2022-01-02T04:00:00.0,,,,,,,,,,,,,,0.39975,-1.8343,-0.47929,-11.84067,-11.84067,-11.50067,-10.457
,0.1245,3.99176,,-9.04133,1.31596,,,,,,,,,,,-11.82333,,-10.85767,,,-11.62433,2022-01-02T04:30:00.0,,,,,,,,,,,,,,0.1245,3.99176,1.31596,-11.82333,-11.82333,-11.62433,-10.85767
,0.2756,-1.81758,,-9.73067,-0.47292,,,,,,,,,,,-11.83867,,-11.15433,,,-11.73467,2022-01-02T05:00:00.0,,,,,,,,,,,,,,0.2756,-1.81758,-0.47292,-11.83867,-11.83867,-11.73467,-11.15433
,0.24508,3.53403,,-10.04333,1.26176,,,,,,,,,,,-11.79733,,-11.06467,,,-11.69533,2022-01-02T05:30:00.0,,,,,,,,,,,,,,0.24508,3.53403,1.26176,-11.79733,-11.79733,-11.69533,-11.06467
,0.45483,7.13998,,-10.27967,1.91634,,,,,,,,,,,-11.522,,-10.84567,,,-11.32067,2022-01-02T06:00:00.0,,,,,,,,,,,,,,0.45483,7.13998,1.91634,-11.522,-11.522,-11.32067,-10.84567
,-0.00596,8.07963,,-9.89167,2.50994,,,,,,,,,,,-11.13533,,-10.55167,,,-10.96833,2022-01-02T06:30:00.0,,,,,,,,,,,,,,-0.00596,8.07963,2.50994,-11.13533,-11.13533,-10.96833,-10.55167
,0.64661,-3.62568,,-9.708,-0.45799,,,,,,,,,,,-10.761,,-10.44167,,,-10.66833,2022-01-02T07:00:00.0,,,,,,,,,,,,,,0.64661,-3.62568,-0.45799,-10.761,-10.761,-10.66833,-10.44167
,-0.243,2.92938,,-10.39867,1.03601,,,,,,,,,,,-11.07267,,-10.91833,,,-10.997,2022-01-02T07:30:00.0,,,,,,,,,,,,,,-0.243,2.92938,1.03601,-11.07267,-11.07267,-10.997,-10.91833
,0.01024,5.49239,,-10.56067,1.87087,,,,,,,,,,,-10.79167,,-10.852,,,-10.78533,2022-01-02T08:00:00.0,,,,,,,,,,,,,,0.01024,5.49239,1.87087,-10.79167,-10.79167,-10.78533,-10.852
,-0.27226,4.00086,,-10.42067,1.49207,,,,,,,,,,,-10.539,,-10.63633,,,-10.555,2022-01-02T08:30:00.0,,,,,,,,,,,,,,-0.27226,4.00086,1.49207,-10.539,-10.539,-10.555,-10.63633
,-0.31515,3.60694,,-10.306,0.85325,,,,,,,,,,,-10.40333,,-10.52933,,,-10.447,2022-01-02T09:00:00.0,,,,,,,,,,,,,,-0.31515,3.60694,0.85325,-10.40333,-10.40333,-10.447,-10.52933
,-0.27096,5.55737,,-10.12967,1.65353,,,,,,,,,,,-10.17067,,-10.33967,,,-10.244,2022-01-02T09:30:00.0,,,,,,,,,,,,,,-0.27096,5.55737,1.65353,-10.17067,-10.17067,-10.244,-10.33967
,-0.21735,6.91811,,-9.71067,2.82525,,,,,,,,,,,-9.76433,,-9.90567,,,-9.821,2022-01-02T10:00:00.0,,,,,,,,,,,,,,-0.21735,6.91811,2.82525,-9.76433,-9.76433,-9.821,-9.90567
,-0.45447,3.66825,,-9.31233,1.52762,,,,,,,,,,,-9.59567,,-9.59333,,,-9.60233,2022-01-02T10:30:00.0,,,,,,,,,,,,,,-0.45447,3.66825,1.52762,-9.59567,-9.59567,-9.60233,-9.59333
,-0.3972,7.2915,,-9.20733,3.06559,,,,,,,,,,,-9.22467,,-9.366,,,-9.27133,2022-01-02T11:00:00.0,,,,,,,,,,,,,,-0.3972,7.2915,3.06559,-9.22467,-9.22467,-9.27133,-9.366
,-0.29064,7.162,,-8.97567,2.94904,,,,,,,,,,,-8.90433,,-9.091,,,-8.96,2022-01-02T11:30:00.0,,,,,,,,,,,,,,-0.29064,7.162,2.94904,-8.90433,-8.90433,-8.96,-9.091
,-0.07372,7.03803,,-8.612,3.01422,,,,,,,,,,,-8.488,,-8.713,,,-8.564,2022-01-02T12:00:00.0,,,,,,,,,,,,,,-0.07372,7.03803,3.01422,-8.488,-8.488,-8.564,-8.713
,-0.20073,8.88964,,-8.228,4.04566,,,,,,,,,,,-8.081,,-8.30667,,,-8.15867,2022-01-02T12:30:00.0,,,,,,,,,,,,,,-0.20073,8.88964,4.04566,-8.081,-8.081,-8.15867,-8.30667
,0.08508,5.82551,,-7.94467,2.8308,,,,,,,,,,,-7.74267,,-7.98767,,,-7.81933,2022-01-02T13:00:00.0,,,,,,,,,,,,,,0.08508,5.82551,2.8308,-7.74267,-7.74267,-7.81933,-7.98767
,-0.53419,6.77203,,-7.533,3.9218,,,,,,,,,,,-7.37367,,-7.58367,,,-7.42333,2022-01-02T13:30:00.0,,,,,,,,,,,,,,-0.53419,6.77203,3.9218,-7.37367,-7.37367,-7.42333,-7.58367
,0.00399,5.49877,,-7.18833,2.70275,,,,,,,,,,,-7.03767,,-7.243,,,-7.08533,2022-01-02T14:00:00.0,,,,,,,,,,,,,,0.00399,5.49877,2.70275,-7.03767,-7.03767,-7.08533,-7.243
,0.10998,4.15844,,-6.94767,1.97444,,,,,,,,,,,-6.789,,-6.99667,,,-6.82833,2022-01-02T14:30:00.0,,,,,,,,,,,,,,0.10998,4.15844,1.97444,-6.789,-6.789,-6.82833,-6.99667
,-0.0031,2.97731,,-6.78867,1.5151,,,,,,,,,,,-6.615,,-6.83133,,,-6.658,2022-01-02T15:00:00.0,,,,,,,,,,,,,,-0.0031,2.97731,1.5151,-6.615,-6.615,-6.658,-6.83133
,0.06999,0.45625,,-6.70133,0.30312,,,,,,,,,,,-6.52567,,-6.749,,,-6.569,2022-01-02T15:30:00.0,,,,,,,,,,,,,,0.06999,0.45625,0.30312,-6.52567,-6.52567,-6.569,-6.749
,0.26367,0.20829,,-6.70067,0.30228,,,,,,,,,,,-6.51833,,-6.74,,,-6.569,2022-01-02T16:00:00.0,,,,,,,,,,,,,,0.26367,0.20829,0.30228,-6.51833,-6.51833,-6.569,-6.74
,0.23876,2.10301,,-6.63367,0.82332,,,,,,,,,,,-6.45467,,-6.67233,,,-6.497,2022-01-02T16:30:00.0,,,,,,,,,,,,,,0.23876,2.10301,0.82332,-6.45467,-6.45467,-6.497,-6.67233
,-0.24574,2.15683,,-6.53567,0.87562,,,,,,,,,,,-6.35167,,-6.57567,,,-6.40033,2022-01-02T17:00:00.0,,,,,,,,,,,,,,-0.24574,2.15683,0.87562,-6.35167,-6.35167,-6.40033,-6.57567
,-0.35469,2.74444,,-6.40567,1.34405,,,,,,,,,,,-6.21667,,-6.44467,,,-6.26233,2022-01-02T17:30:00.0,,,,,,,,,,,,,,-0.35469,2.74444,1.34405,-6.21667,-6.21667,-6.26233,-6.44467
,-0.32193,2.96578,,-6.25967,1.55937,,,,,,,,,,,-6.06433,,-6.29267,,,-6.11267,2022-01-02T18:00:00.0,,,,,,,,,,,,,,-0.32193,2.96578,1.55937,-6.06433,-6.06433,-6.11267,-6.29267
,0.12713,1.28967,,-6.17733,0.11953,,,,,,,,,,,-5.958,,-6.214,,,-6.035,2022-01-02T18:30:00.0,,,,,,,,,,,,,,0.12713,1.28967,0.11953,-5.958,-5.958,-6.035,-6.214
,0.17689,0.54431,,-6.112,0.27931,,,,,,,,,,,-5.88267,,-6.151,,,-5.97267,2022-01-02T19:00:00.0,,,,,,,,,,,,,,0.17689,0.54431,0.27931,-5.88267,-5.88267,-5.97267,-6.151
,0.04745,0.172,,-6.13767,-0.04358,,,,,,,,,,,-5.90333,,-6.18167,,,-5.99333,2022-01-02T19:30:00.0,,,,,,,,,,,,,,0.04745,0.172,-0.04358,-5.90333,-5.90333,-5.99333,-6.18167
,-0.29404,0.86047,,-6.09167,0.56382,,,,,,,,,,,-5.854,,-6.12633,,,-5.94967,2022-01-02T20:00:00.0,,,,,,,,,,,,,,-0.29404,0.86047,0.56382,-5.854,-5.854,-5.94967,-6.12633
,-0.10338,0.42986,,-6.04533,0.15788,,,,,,,,,,,-5.81967,,-6.102,,,-5.906,2022-01-02T20:30:00.0,,,,,,,,,,,,,,-0.10338,0.42986,0.15788,-5.81967,-5.81967,-5.906,-6.102
,0.17968,0.6402,,-6.03433,0.55936,,,,,,,,,,,-5.80233,,-6.06867,,,-5.89,2022-01-02T21:00:00.0,,,,,,,,,,,,,,0.17968,0.6402,0.55936,-5.80233,-5.80233,-5.89,-6.06867
,0.07546,1.47164,,-5.971,0.60892,,,,,,,,,,,-5.74433,,-6.011,,,-5.833,2022-01-02T21:30:00.0,,,,,,,,,,,,,,0.07546,1.47164,0.60892,-5.74433,-5.74433,-5.833,-6.011
,0.02861,1.17682,,-5.90033,0.52261,,,,,,,,,,,-5.67367,,-5.94,,,-5.76233,2022-01-02T22:00:00.0,,,,,,,,,,,,,,0.02861,1.17682,0.52261,-5.67367,-5.67367,-5.76233,-5.94
,0.04222,0.96292,,-5.84667,0.6571,,,,,,,,,,,-5.61167,,-5.88567,,,-5.70733,2022-01-02T22:30:00.0,,,,,,,,,,,,,,0.04222,0.96292,0.6571,-5.61167,-5.61167,-5.70733,-5.88567
,0.12557,1.16117,,-5.80533,0.52159,,,,,,,,,,,-5.56433,,-5.835,,,-5.66267,2022-01-02T23:00:00.0,,,,,,,,,,,,,,0.12557,1.16117,0.52159,-5.56433,-5.56433,-5.66267,-5.835
,-0.08763,0.7972,,-5.76733,0.32039,,,,,,,,,,,-5.53033,,-5.801,,,-5.62267,2022-01-02T23:30:00.0,,,,,,,,,,,,,,-0.08763,0.7972,0.32039,-5.53033,-5.53033,-5.62267,-5.801
,-0.02678,0.08871,,-5.745,0.27634,,,,,,,,,,,-5.50833,,-5.773,,,-5.604,2022-01-03T00:00:00.0,,,,,,,,,,,,,,-0.02678,0.08871,0.27634,-5.50833,-5.50833,-5.604,-5.773
,-0.23448,0.20952,,-5.73767,0.01291,,,,,,,,,,,-5.50767,,-5.77367,,,-5.59667,2022-01-03T00:30:00.0,,,,,,,,,,,,,,-0.23448,0.20952,0.01291,-5.50767,-5.50767,-5.59667,-5.77367
,0.23362,0.67605,,-5.71267,0.40681,,,,,,,,,,,-5.485,,-5.74733,,,-5.57267,2022-01-03T01:00:00.0,,,,,,,,,,,,,,0.23362,0.67605,0.40681,-5.485,-5.485,-5.57267,-5.74733
,0.2628,-0.33528,,-5.708,-0.16042,,,,,,,,,,,-5.48,,-5.75667,,,-5.56667,2022-01-03T01:30:00.0,,,,,,,,,,,,,,0.2628,-0.33528,-0.16042,-5.48,-5.48,-5.56667,-5.75667
,0.01653,-0.47198,,-5.73567,-0.32203,,,,,,,,,,,-5.49933,,-5.76933,,,-5.59167,2022-01-03T02:00:00.0,,,,,,,,,,,,,,0.01653,-0.47198,-0.32203,-5.49933,-5.49933,-5.59167,-5.76933
,0.1714,-0.17854,,-5.76233,-0.13229,,,,,,,,,,,-5.52233,,-5.80533,,,-5.62267,2022-01-03T02:30:00.0,,,,,,,,,,,,,,0.1714,-0.17854,-0.13229,-5.52233,-5.52233,-5.62267,-5.80533
,0.11783,-0.62081,,-5.77333,-0.14413,,,,,,,,,,,-5.53167,,-5.80767,,,-5.63033,2022-01-03T03:00:00.0,,,,,,,,,,,,,,0.11783,-0.62081,-0.14413,-5.53167,-5.53167,-5.63033,-5.80767
,-0.04548,-1.1216,,-5.83067,-0.44754,,,,,,,,,,,-5.568,,-5.85333,,,-5.67767,2022-01-03T03:30:00.0,,,,,,,,,,,,,,-0.04548,-1.1216,-0.44754,-5.568,-5.568,-5.67767,-5.85333
,-0.00426,-1.33063,,-5.91133,-0.84516,,,,,,,,,,,-5.64967,,-5.938,,,-5.75733,2022-01-03T04:00:00.0,,,,,,,,,,,,,,-0.00426,-1.33063,-0.84516,-5.64967,-5.64967,-5.75733,-5.938
,-0.04443,-2.10341,,-6.00267,-0.94275,,,,,,,,,,,-5.746,,-6.02867,,,-5.84833,2022-01-03T04:30:00.0,,,,,,,,,,,,,,-0.04443,-2.10341,-0.94275,-5.746,-5.746,-5.84833,-6.02867
